""	"lethalityCelltype1"	"lethalityCelltype2"	"effectSize"	"nexons"	"p0"	"lfdr"	"postProb"	"BayesFactor"
"UROS"	-0.614069189977088	-12.2416790152247	-11.6276098252476	5	9.76594430968804e-10	5.72997538577118e-09	5.72997538577118e-09	1023966518.04719
"FST"	0.722897435770705	-2.7198633126279	-3.4427607483986	6	1.1071454284472e-09	6.49595763427315e-09	6.49595763427315e-09	903223707.743053
"HAVCR2"	1.060938764898	6.73903831893372	5.67809955403572	6	1.26939464648029e-09	7.44792294338625e-09	7.44792294338625e-09	787777072.719942
"GAD2"	0.743093730907954	1.53000962527821	0.786915894370255	6	2.25879109446056e-09	1.32530115692391e-08	1.32530115692391e-08	442714689.372383
"NDST4"	-0.195160942678395	-0.336965624712273	-0.141804682033878	6	2.28495091553964e-09	1.34064991619629e-08	1.34064991619629e-08	437646161.637076
"HTR1E"	0.0643476422455722	-5.25067080999862	-5.3150184522442	5	2.45877058174783e-09	1.44263517835734e-08	1.44263517835734e-08	406707321.522602
"C7orf43"	-2.40578639404927	2.86870404053297	5.27449043458224	6	2.90805889541608e-09	1.7062462375427e-08	1.7062462375427e-08	343871989.204972
"FAM71E2"	-1.5350673999226	22.5229085334614	24.057975933384	5	9.42918550909589e-09	5.53238856774631e-08	5.53238856774631e-08	106053697.809441
"SCN1B"	0.593221574867082	6.5175832639007	5.92436168903362	6	1.23532999855399e-08	7.24805494337932e-08	7.24805494337932e-08	80950028.6415162
"MRC2"	-2.58616426909699	26.409715886254	28.9958801553509	6	1.27184825973456e-08	7.46231861980418e-08	7.46231861980418e-08	78625730.6740523
"ARHGAP28"	0.873123973029268	0.678985349681395	-0.194138623347873	6	1.62942937768045e-08	9.56035508169103e-08	9.56035508169103e-08	61371176.7692098
"CLEC19A"	-0.566914523811312	-4.11954347884872	-3.55262895503741	6	1.81014806791232e-08	1.06206862135327e-07	1.06206862135327e-07	55244098.5146503
"NRXN3"	0.869546631736135	0.747422953228263	-0.122123678507872	6	1.94500710769793e-08	1.14119449146392e-07	1.14119449146392e-07	51413692.8647786
"IGHMBP2"	0.698296548032584	-3.89818022195045	-4.59647676998303	6	3.94350236125654e-08	2.31377187063872e-07	2.31377187063872e-07	25358168.170244
"LAMC2"	-0.919433302580894	3.52124911197533	4.44068241455622	6	5.1837109419522e-08	3.04143949724424e-07	3.04143949724424e-07	19291198.1273842
"C6orf223"	-33.0920905127655	-18.2060978414066	14.8859926713589	4	6.98327288372039e-08	4.09729638594379e-07	4.09729638594379e-07	14319932.026407
"FMR1NB"	0.599918291708748	-1.89237655744218	-2.49229484915093	6	1.26615382845735e-07	7.42890354991595e-07	7.42890354991595e-07	7897933.49677736
"ANP32E"	-1.19872498880352	-1.11670332109019	0.0820216677133298	6	1.53791110981503e-07	9.02338367990299e-07	9.02338367990299e-07	6502325.39336532
"THOP1"	0.812704206491947	8.91474480620386	8.10204059971191	5	3.17355543743091e-07	1.86201825065624e-06	1.86201825065624e-06	3151038.96043482
"EHF"	0.532080699400139	3.02474774144344	2.4926670420433	6	3.98933487749376e-07	2.34065909572111e-06	2.34065909572111e-06	2506682.52171085
"PLP2"	-2.23280441650971	0.862316916151631	3.09512133266134	5	4.14341771081317e-07	2.43106380453517e-06	2.43106380453517e-06	2413465.53848169
"ANXA1"	0.310621440680618	0.799043678262216	0.488422237581598	6	4.28260337255165e-07	2.51272791437369e-06	2.51272791437369e-06	2335027.28305154
"CBLN1"	-0.188005937698213	-5.7075722414628	-5.51956630376458	6	4.91949417878453e-07	2.88640937307481e-06	2.88640937307481e-06	2032728.30845722
"ISX"	1.0253435309226	8.27949452744007	7.25415099651747	6	5.48538160684427e-07	3.21843099077312e-06	3.21843099077312e-06	1823026.22339731
"BLNK"	-11.7951616233134	-8.4809550700084	3.31420655330502	5	5.64463221390203e-07	3.31186764069866e-06	3.31186764069866e-06	1771593.60901124
"MSRB1"	-5.28791866832703	-2.83983613123327	2.44808253709375	4	5.6570223975174e-07	3.31914117893552e-06	3.31913729683156e-06	1767713.40827042
"ZNF282"	1.05214052820055	1.478328712841	0.426188184640453	6	6.466032706795e-07	3.79380535564977e-06	3.79380535564977e-06	1546542.36800543
"SLC35A3"	-1.40447635520783	3.49339396261113	4.89787031781897	3	7.04015536399859e-07	4.13065829884647e-06	4.13065829884647e-06	1420422.19849037
"TMEM72"	-2.9733532095807	-0.0305161090382549	2.94283710054245	6	7.40657298293479e-07	4.34564510580295e-06	4.34564510580295e-06	1350151.09099277
"AZGP1"	-0.443512537957323	2.80838842708292	3.25190096504024	4	9.62461174567733e-07	5.64702486164174e-06	5.64702486164174e-06	1039001.95037784
"FAM83E"	-0.554406877919357	-3.80554256521277	-3.25113568729341	6	1.02209983635034e-06	5.99693957952053e-06	5.99693957952053e-06	978377.006174769
"RNF223"	0.365084849026442	-2.45291108252195	-2.81799593154839	4	1.03499370856422e-06	6.0725910768952e-06	6.0725910768952e-06	966188.448037546
"PPP1R3A"	-0.0921326162591675	2.96606169046894	3.0581943067281	4	1.04251076392528e-06	6.11669547222216e-06	6.11669547222216e-06	959221.709830624
"CPA3"	-0.420650116959895	-9.05728017594147	-8.63663005898158	5	1.3967722682474e-06	8.19523037352644e-06	8.19523037352644e-06	715935.321713166
"SYCE1"	0.545290675444594	3.89631730562345	3.35102663017885	6	1.5827482880531e-06	9.28639220401119e-06	9.28639220401119e-06	631811.403493467
"NFX1"	-0.0568793196552141	-0.183997188712663	-0.127117869057449	6	2.07839983364212e-06	1.21944781713607e-05	1.21944781713607e-05	481138.376463302
"DDIT4"	1.01251485300266	3.73942693471332	2.72691208171065	6	2.0830601124643e-06	1.222182088534e-05	1.222182088534e-05	480061.958344962
"MUSTN1"	0.764617559433969	9.71772254097344	8.95310498153947	5	2.52589036999258e-06	1.48199818887515e-05	1.48199818887515e-05	395899.000997643
"MYO9B"	0.426497197760706	-1.34240323797277	-1.76890043573348	6	3.67107798050953e-06	2.15389419039144e-05	2.15389419039144e-05	272398.552749682
"ATP6V1F"	-0.164661715456125	3.95972110985239	4.12438282530852	3	3.72088410640079e-06	2.18311590209225e-05	2.18311590209225e-05	268752.331575086
"GABRR1"	-0.30840979353552	1.99325491392346	2.30166470745898	6	3.89622781159937e-06	2.28599155233011e-05	2.28599155233011e-05	256657.503648817
"TIMP4"	0.475052155453606	-1.77031121059619	-2.2453633660498	5	4.00013736774074e-06	2.34695609401418e-05	2.34695609401418e-05	249990.414811036
"GRID1"	1.01364543669446	0.781424154113613	-0.232221282580851	6	4.20913723163723e-06	2.46957774675034e-05	2.46957774675034e-05	237577.378885744
"LRRC61"	0.521259627495319	4.62122734856594	4.09996772107062	4	4.22020885206278e-06	2.47607353538649e-05	2.47607353538649e-05	236954.097497417
"SGPP1"	1.09248578646852	-9.36874811008363	-10.4612338965522	5	4.40841900244896e-06	2.58649749531911e-05	2.58649749531911e-05	226837.691931162
"CORO7"	1.08301972067504	-1.09115572789729	-2.17417544857233	4	4.51196904224032e-06	2.6483409038003e-05	2.64725080317208e-05	221631.726341463
"ODF3"	1.6365689699923	-0.378723404757387	-2.01529237474969	5	4.51975414337732e-06	2.65181835708803e-05	2.65181835708803e-05	221249.972570106
"CTNNA2"	0.643307717412302	2.50210732295623	1.85879960554393	6	4.69066058030622e-06	2.75208984651217e-05	2.75208984651217e-05	213188.588732663
"EGLN2"	0.648957288522668	0.96012490142273	0.311167612900062	6	4.90519631347362e-06	2.87795858223314e-05	2.87795858223314e-05	203864.43903517
"NEUROG2"	0.763658079748128	0.670548096203222	-0.093109983544906	6	5.01490060314205e-06	2.94232230499591e-05	2.94232230499591e-05	199404.746820477
"VPREB3"	-1.80077084284861	0.832702904653772	2.63347374750238	5	5.05853802263282e-06	2.96792444582786e-05	2.96792444582786e-05	197684.575461886
"LRTOMT"	-10.3287416952379	-7.1637536790817	3.16498801615616	6	5.12444380167038e-06	3.0065914466868e-05	3.0065914466868e-05	195142.129420999
"CTNS"	0.291433721191744	-2.79150543570154	-3.08293915689329	6	5.58244283247538e-06	3.27529935088302e-05	3.27529935088302e-05	179132.048023813
"EVC"	0.602075938442242	3.54977468258282	2.94769874414058	5	6.10510676160589e-06	3.58194466933273e-05	3.58194466933273e-05	163796.299383666
"PAG1"	1.40418591061578	-6.62892622702691	-8.0331121376427	6	6.17036451603584e-06	3.62023108343481e-05	3.62023108343481e-05	162063.97969466
"METTL14"	1.69210680141213	0.0357781228611023	-1.65632867855103	5	6.17981733557669e-06	3.62577700567704e-05	3.62577700567704e-05	161816.080618724
"OTP"	1.25934284796173	-1.108708984188	-2.36805183214973	5	6.84638894152711e-06	4.01684996714107e-05	4.01684996714107e-05	146061.399980587
"RAF1"	1.46770356884435	0.25296720939788	-1.21473635944647	6	7.0953335918345e-06	4.16290342479931e-05	4.16290342479931e-05	140936.700399433
"RPTOR"	1.473558337961	2.93560093292297	1.46204259496197	6	7.22279236477554e-06	4.2377093970059e-05	4.23768213713436e-05	138449.608780732
"RAB3GAP2"	-0.720231976980695	2.37720916618643	3.09744114316712	6	7.4683503617444e-06	4.38174815201668e-05	4.38174815201668e-05	133897.378030356
"SFMBT1"	-0.00883880456220785	0.25926360606886	0.268102410631067	6	7.58450261913764e-06	4.44989320772446e-05	4.44989320772446e-05	131846.802053195
"ENDOG"	-0.384401690107691	3.38076673777926	3.76516842788695	6	7.62248812193525e-06	4.47217880354838e-05	4.47217880354838e-05	131189.758713326
"CAPN13"	-0.790651577853918	1.33117656518022	2.12182814303414	6	7.80883187293894e-06	4.58150411660654e-05	4.58150411660654e-05	128059.126824531
"LGR5"	0.365904861541552	-1.15589367526535	-1.5217985368069	6	7.96319259633995e-06	4.67206527755231e-05	4.67206527755231e-05	125576.773977189
"ACADL"	-3.98408773717074	-3.37865317765724	0.605434559513501	6	8.78023183025333e-06	5.15140788559807e-05	5.15140788559807e-05	113891.209150376
"BOC"	-3.50354884117124	-2.63165577284313	0.87189306832811	6	9.05225581181787e-06	5.31099874513908e-05	5.31099874513908e-05	110468.701783558
"MYEF2"	-14.1257377672211	-8.1433517052115	5.98238606200962	6	9.23130089445975e-06	5.41604057174588e-05	5.41604057174588e-05	108326.094028552
"IQCH"	-0.448392194444948	1.33086293606229	1.77925513050724	6	9.35042008282167e-06	5.48592508790695e-05	5.48592508790695e-05	106946.066671066
"MCL1"	-1.90826096089299	-0.0196699773619009	1.88859098353109	6	9.8617433254415e-06	5.78590587403075e-05	5.78590587403075e-05	101400.949635029
"NOXA1"	1.24620371396887	3.92155484851817	2.6753511345493	6	1.03771433606896e-05	6.08827690325368e-05	6.08827690325368e-05	96364.6340904155
"E2F8"	-4.75683946972402	-2.59592360846894	2.16091586125508	6	1.06940175522003e-05	6.27417752559488e-05	6.27417752559488e-05	93509.2261725998
"CORO6"	1.30093234944977	3.20506187687035	1.90412952742058	6	1.11097685955172e-05	6.51808537348474e-05	6.51808537348474e-05	90009.8756903809
"TUBB1"	-0.985067654582604	1.13433753543983	2.11940519002244	6	1.12260664064668e-05	6.58631340510444e-05	6.58631340510444e-05	89077.39699077
"DUSP7"	-3.01067264711241	-1.33599058802748	1.67468205908493	5	1.13267999038422e-05	6.64541031267466e-05	6.64541031267466e-05	88285.1892581669
"NTM"	-0.488087917299171	-3.18242159908066	-2.69433368178149	6	1.13393349962005e-05	6.65276421981974e-05	6.65276421981974e-05	88187.5930996021
"PRR5"	1.0844248198146	3.33796653209686	2.25354171228226	5	1.14588948184382e-05	6.72290580638518e-05	6.72290580638518e-05	87267.4509147365
"HRH3"	-0.548123604404161	1.42153240512554	1.9696560095297	4	1.31627167990435e-05	7.72246999225718e-05	7.72246999225718e-05	75971.1579721802
"RICTOR"	-1.02954350599325	0.346225238992853	1.3757687449861	6	1.34217404428455e-05	7.87442734882081e-05	7.87442734882081e-05	74504.985587961
"ANKRD36C"	1.32972019785296	-1.67622153582524	-3.0059417336782	3	1.35398844076869e-05	7.94373689667625e-05	7.94373689667625e-05	73854.8742371741
"USP50"	0.126562772286816	1.67287400000148	1.54631122771466	4	1.38562358651264e-05	8.44206564953979e-05	8.12932513337681e-05	72168.6721774788
"PGRMC1"	0.230732235899893	3.25432420488391	3.02359196898401	6	1.45949864813552e-05	8.56271248455957e-05	8.56271248455957e-05	68515.6787429013
"NPW"	0.676696812418082	3.16215995994183	2.48546314752375	4	1.4612814616741e-05	8.57317130483114e-05	8.57317130483114e-05	68432.0860431474
"C9orf89"	0.714395037149926	-1.19937832626832	-1.91377336341825	6	1.4787438053886e-05	8.67561350611101e-05	8.67561350611101e-05	67623.9662961199
"ZEB1"	-1.82395693499258	-0.244526185093263	1.57943074989931	6	1.53410667041471e-05	9.00039657952621e-05	9.00039657952621e-05	65183.5154763373
"ZDHHC15"	-1.08445235783201	0.517720424378924	1.60217278221093	6	1.56040971717805e-05	9.15470128195774e-05	9.15470128195774e-05	64084.7326759327
"BZW1"	-3.05684645833632	-6.50798365219082	-3.4511371938545	4	1.58536284148241e-05	9.30108640798492e-05	9.30108640798492e-05	63076.042922549
"LILRB5"	-1.40032597663175	1.49324536130302	2.89357133793477	4	1.60388227873339e-05	9.40972869209591e-05	9.40972869209591e-05	62347.7155671873
"AP2A1"	-3.09142798163748	-1.18426340709281	1.90716457454467	6	1.66659556828935e-05	9.77762799662373e-05	9.77762799662373e-05	60001.5596507755
"NCBP2L"	0.308241179760333	-3.44514355765608	-3.75338473741641	3	1.70457284319926e-05	0.000100004156171928	0.000100004156171928	58664.7240252127
"SPTBN5"	-0.866280696789246	0.558131622916766	1.42441231970601	5	1.72754152086383e-05	0.000101351572983251	0.000101351572983251	57884.7288188343
"CBLB"	-0.317683878305382	-4.75775554068242	-4.44007166237704	6	1.79142035189679e-05	0.000105098895675266	0.000105098895675266	55820.6277347291
"WISP3"	-0.403281246802927	0.987070639419779	1.39035188622271	6	1.8037378602412e-05	0.000105821474761506	0.000105821474761506	55439.4285701624
"CCL20"	0.372229004280895	1.72754034606584	1.35531134178495	4	1.41208326104503e-05	0.000107531399218691	8.28455092229399e-05	70816.3538761404
"MAP3K15"	0.587077403203171	0.753148750443709	0.166071347240538	6	1.84112386280224e-05	0.000108014635704901	0.000108014635704901	54313.6509696513
"EDIL3"	1.22958152040928	-0.231616897269871	-1.46119841767915	6	1.90503915648924e-05	0.000111764055945137	0.000111764055945137	52491.3593614149
"DOCK8"	-0.11761568851589	1.37371621011478	1.49133189863067	6	1.9451891234845e-05	0.000114119334748984	0.000114119334748984	51407.8829680818
"INSIG2"	-0.212537036491989	1.20438423619656	1.41692127268855	5	2.00357457250608e-05	0.000117544327628671	0.000117544327628671	49909.7951220001
"NRP1"	1.39960691014392	-0.44404046613891	-1.84364737628283	5	2.00562476436259e-05	0.00011766459512639	0.00011766459512639	49858.7752565052
"BRD8"	1.38255476026817	0.323244441282183	-1.05931031898599	6	1.32122694906221e-05	0.000117923719518416	7.75154032571806e-05	75686.2239632856
"EPHX1"	0.478744905148231	5.12432655960529	4.64558165445706	6	2.20833148172639e-05	0.000129555573354684	0.000129555573354684	45282.0568361159
"SCARB1"	0.615174157680524	1.90018199791941	1.28500784023889	6	2.23327555463659e-05	0.000131018826296256	0.000131018801340158	44776.2778385481
"CDC42EP2"	0.223074062793333	2.24803572747371	2.02496166468038	5	2.34413094917947e-05	0.000137521574331277	0.000137521574331277	42658.7328255078
"ARV1"	-0.791866905352854	0.731302668886649	1.5231695742395	6	2.40987862146062e-05	0.000141378296998342	0.000141378296998342	41494.8658537707
"CHST15"	-0.170505416967628	-2.04052178704223	-1.87001637007461	6	2.41381218787609e-05	0.000141609037080596	0.000141609037080596	41427.2438800633
"ARSA"	0.872585430134561	2.63099784941332	1.75841241927876	6	2.46467144166351e-05	0.000144592395150445	0.000144592395150445	40572.3593166097
"CYB5R3"	-4.71768541030958	-3.08914138253942	1.62854402777016	6	2.48697620827066e-05	0.000145900768033633	0.000145900768033633	40208.4719151076
"NOC4L"	0.646706043650701	2.33647425546851	1.68976821181781	6	2.50838608670259e-05	0.000147156645096653	0.000147156645096653	39865.2711972922
"PCDH17"	-0.535895970850675	1.68126370094213	2.21715967179281	6	2.55469383369074e-05	0.000149872991469429	0.000149872991469429	39142.6338402755
"MIA"	1.0073148613581	2.79236162264934	1.78504676129124	5	2.57100950554782e-05	0.000150830042586796	0.000150830042586796	38894.2276466564
"YJEFN3"	0.864398533869189	-0.559066438281091	-1.42346497215028	6	2.59563996078046e-05	0.000152274822669071	0.000152274822669071	38525.1444233321
"HYLS1"	0.468339240086516	-1.98596825502262	-2.45430749510914	3	2.65846214872912e-05	0.000155959848330194	0.000155959848330194	37614.7321057984
"CSN3"	-1.16174966935824	2.76559966832073	3.92734933767897	3	2.66649514426616e-05	0.000156431046382677	0.000156431046382677	37501.4121889112
"PEX6"	-0.488669003359502	1.98524160880075	2.47391061216026	6	2.68584485805064e-05	0.000157566057009664	0.000157566057009664	37231.232420371
"ETV5"	0.310085128146932	2.25127061093773	1.9411854827908	6	2.70900668333284e-05	0.000158924674699805	0.000158924674699805	36912.8993326409
"GPR12"	-0.7755376951581	0.994668365576841	1.77020606073494	6	2.71590433778197e-05	0.000159329274144439	0.000159329274144439	36819.1481211478
"ARHGAP8"	-1.28233424230093	0.469211813015608	1.75154605531654	6	2.83040990223019e-05	0.000166045849235639	0.000166045849235639	35329.5717031326
"GFOD1"	-0.879699652285454	1.4935115232683	2.37321117555376	6	2.85782879492102e-05	0.000167654153430942	0.000167654153430942	34990.5992790476
"SELE"	1.3049175118244	-1.80772610946804	-3.11264362129244	6	2.88540603678458e-05	0.000169271741550802	0.000169271741550802	34656.1673882811
"NPR3"	-1.76406190970318	0.183196874747211	1.94725878445039	6	2.91062254324706e-05	0.000170750853083409	0.000170750853083409	34355.9111123701
"TMEM63C"	-2.99347271465781	-1.24362437290031	1.74984834175751	6	2.96642726947649e-05	0.000174024149041498	0.000174024149041498	33709.585467227
"ST3GAL4"	-2.14691343410843	-0.360433835394967	1.78647959871346	6	3.06490835947388e-05	0.000179800637077802	0.000179800637077802	32626.4029338893
"CSF1"	0.408636190950532	2.43446051999977	2.02582432904924	6	3.12664613986862e-05	0.000183421888316682	0.000183421888316682	31982.1524024659
"PRR11"	-5.72995191222408	-1.01809194997625	4.71185996224782	6	3.13903207261377e-05	0.000184148386940632	0.000184148386940632	31855.9538911188
"USP5"	1.33125672343017	0.0507360067525799	-1.28052071667759	5	1.91875808614187e-05	0.000185173786597512	0.000112568837323683	52116.0442080451
"ADH7"	0.620705739533763	0.633819640967112	0.0131139014333497	6	3.17387996930839e-05	0.000186192390514854	0.000186192390514854	31506.1776396732
"SBNO2"	-2.72720060138285	-4.65308640800347	-1.92588580662062	6	3.1887250116487e-05	0.00018706312445007	0.00018706312445007	31359.4966357058
"C20orf141"	1.50980344282913	0.0236447316834965	-1.48615871114563	5	3.18878973185117e-05	0.000187066920601971	0.000187066920601971	31358.8601378924
"HDAC1"	0.923724047868273	-0.222129148800639	-1.14585319666891	6	3.25718672804706e-05	0.00019107873480867	0.000191078720814763	30700.3408653909
"SIK2"	-0.249099110776117	1.31571204182803	1.56481115260415	6	3.28696907255071e-05	0.00019282558473851	0.00019282558473851	30422.1642564252
"MEFV"	0.342654610260875	-0.967404964226339	-1.31005957448721	6	3.41923108720436e-05	0.000200583265463394	0.000200583265463394	29245.3414871916
"KLHL8"	0.630713677276143	1.77097983386305	1.14026615658691	6	3.45715356931227e-05	0.000202807547868078	0.000202807547868078	28924.5302071793
"CABP7"	-4.44688482463038	-2.62298405813192	1.82390076649847	5	3.49936747042803e-05	0.000205283526920343	0.000205283526920343	28575.5930114702
"MX1"	-0.874757358312948	0.533439978981781	1.40819733729473	6	3.53659957068448e-05	0.00020746729912476	0.00020746729912476	28274.7484983367
"AVPR2"	-7.64842792902816	-5.8098982745755	1.83852965445266	5	3.63425414631756e-05	0.000213194989654861	0.000213194989654861	27514.962278347
"LRIT1"	1.20597699224814	0.540400779722666	-0.665576212525471	6	3.63680310693448e-05	0.000213344491982831	0.000213344491982831	27495.6769054186
"FETUB"	-4.96045983626719	-3.22937206484769	1.73108777141951	6	3.71835502738382e-05	0.000218127677716522	0.000218127677716522	26892.612703346
"ZNF57"	0.469192255947117	-2.27993046390038	-2.74912271984749	4	3.7731858866041e-05	0.000221343597605317	0.000221343597605317	26501.8024076494
"GRK6"	-5.49703163599092	-2.78094508988201	2.71608654610891	6	3.80239591579935e-05	0.000223056806754254	0.000223056806754254	26298.2077138758
"PRRC1"	0.0693418944812622	-1.51580186518176	-1.58514375966302	6	3.81155633060244e-05	0.00022359407691717	0.00022359407691717	26235.0021278223
"CSF1R"	-0.931990165552287	0.5820933471004	1.51408351265269	6	3.86440049658124e-05	0.000226693446171351	0.000226693446171351	25876.2350558562
"ARSI"	-2.42877374690103	-0.901464543514579	1.52730920338645	6	3.91637189526062e-05	0.000229741611102402	0.000229741611102402	25532.8365901907
"LIMA1"	0.795893056971697	-0.659035059982263	-1.45492811695396	6	4.03955107571647e-05	0.000236966108948227	0.000236966108948227	24754.2260450782
"IFT140"	1.04758210706193	1.42568711619693	0.378105009135	6	4.08965062444799e-05	0.000239904438530541	0.000239904438530541	24450.9664839335
"CNR1"	-3.27255513678101	-1.94888202338995	1.32367311339106	6	4.1524887052207e-05	0.000243589860486359	0.000243589860486359	24080.9438892815
"SGK2"	-0.686133827452312	1.26089847965667	1.94703230710899	6	4.21674761322722e-05	0.000247358589938158	0.000247358589938158	23713.9597681201
