"lethalityCelltype1"	"lethalityCelltype2"	"effectSize"	"nexons"	"p0"	"lfdr"	"postProb"	"BayesFactor"
"PRRG1"	-1.03768948811557	3.55620158016012	4.59389106827569	4	0.0234554319316494	0.144535571067049	0.122175872175783	41.6340475380741
"CYB561D1"	-22.0316441260578	-17.0762482538554	4.95539587220241	4	0.0315848659060727	0.160810499140646	0.158951637794062	30.6607328007599
"OSBPL9"	-9.7153005690197	-11.4751602898619	-1.75985972084218	6	0.0401948799072747	0.195280459520607	0.195280459504548	23.8787905899183
"CRYBB3"	0.0369097840918293	4.63326495395804	4.59635516986621	6	9.17524470667428e-05	0.211994565117425	0.000531438741632173	10897.8918766665
"CLPTM1"	-0.833039464853361	2.55418849107574	3.3872279559291	6	0.0118125860469562	0.215497172422485	0.0647807082516081	83.6554679919286
"PKNOX1"	-0.430812808249942	-3.94773163156956	-3.51691882331962	6	0.0432526813431936	0.215618828305942	0.207584647567398	22.1199539299166
"SLC5A12"	-0.702821398278289	3.7577348959326	4.46055629421089	6	0.053169511841325	0.245512224768181	0.245510558289461	17.8077709455811
"KCTD19"	-29.6577528197353	-24.4384449598721	5.21930785986323	6	5.37832841410909e-06	0.274323016970206	3.1164681070385e-05	185930.375513752
"MLIP"	-4.27256816762772	0.0583909092792334	4.33095907690695	6	0.0626260808228658	0.279094012100431	0.279092645566628	14.9677882898092
"GNRH1"	-18.0764965066703	-12.7318936992489	5.34460280742134	4	0.0706708229348072	0.305884629178128	0.305870526010622	13.1501111558088
"ZNF503"	-30.5979255479567	-24.694379148709	5.9035463992477	6	0.0712530977080561	0.30774894169766	0.30774894169766	13.0344775478714
"ZNF438"	-0.987098549967274	-5.21704263637294	-4.22994408640567	6	0.0714288996734573	0.308315785564825	0.308314542511854	12.999935664298
"SLC7A6OS"	-0.517141609246839	-4.37873732156135	-3.86159571231451	6	0.0736689094827732	0.315511062250688	0.315459552559231	12.5742473591772
"SMARCAL1"	-1.22865396245937	-4.74345996934311	-3.51480600688374	6	0.0739635096586928	0.317775566265555	0.316390815310871	12.5201804864931
"ECT2L"	0.393774664604043	-5.36236113525477	-5.75613579985881	6	0.074755386142032	0.318884422549151	0.318884422549151	12.3769625388603
"ERICH1"	-0.391833231820861	4.58695721902236	4.97879045084322	6	0.0748892460449247	0.319304568850789	0.319304568736898	12.3530520443498
"PAFAH2"	0.954146323702273	-2.87871039424336	-3.83285671794563	6	0.00115508692603697	0.319580786827492	0.00665644963771209	864.735709978933
"C1QA"	-1.62098811735328	-5.73819228779683	-4.11720417044354	6	0.0753424188498635	0.320729017405616	0.320724001577007	12.2727355355118
"PAX6"	-0.0049412499531427	3.61017865619907	3.61511990615221	6	0.00230105200128433	0.33010554342307	0.0131882688198491	433.583833586487
"GCG"	-0.462823711467699	-4.86479424967084	-4.40197053820314	5	0.000565050023259373	0.331863021031946	0.00326541557785872	1768.75481609878
"INHA"	-0.26612290949289	-4.3800911510804	-4.11396824158751	6	0.0819853193657767	0.341023910738523	0.341022803753748	11.1973056607673
"ARHGEF15"	0.376817777739092	-3.29220804656282	-3.66902582430191	5	0.0800213883665615	0.344127673217584	0.335118892574951	11.4966589609669
"ABCB10"	-2.65542179986863	-10.2721412477607	-7.61671944789203	5	0.0832710420780698	0.344844866756192	0.344844866756192	11.0089766507601
"INPP5A"	-0.0162925444153305	-3.95063695220494	-3.93434440778961	4	0.018993098999685	0.353124919620475	0.100872256498803	51.6507022375119
"STAC3"	-15.6565387726271	-12.2347576105259	3.42178116210119	6	0.0856258792885155	0.3542693802621	0.351758456267865	10.6787121873576
"PABPN1"	-14.673240233094	-9.97008955240619	4.70315068068785	3	0.079947017952653	0.358602849885719	0.334893742951538	11.5082839311434
"BSND"	-1.36584128057777	-4.43736204646106	-3.07152076588329	6	0.0206842996285324	0.375349872243613	0.109043810733901	47.3458477182654
"ANP32A"	0.485647667702321	-4.676331370116	-5.16197903781833	3	0.094904896553834	0.381151301595392	0.37795645157151	9.53686412726617
"OR2Y1"	-2.61669418329047	-4.61894300647464	-2.00224882318417	3	0.0902530546924888	0.386729594389555	0.365026008202893	10.0799573865639
"STK32B"	-11.3647795267715	5.94032717561352	17.305106702385	6	0.0983727913465888	0.387340946480098	0.387340946480098	9.16541247138939
"PCCB"	-0.992434904062587	5.1730596919049	6.16549459596749	6	0.10009831609723	0.391931835662838	0.391931835662838	8.99017804683803
"CD1B"	-1.12855802644867	-5.05789831886991	-3.92934029242124	6	0.101999563102393	0.396936593520542	0.396931175314229	8.80396356204133
"CLDN7"	-21.2171505855547	-16.4729580199157	4.74419256563901	5	0.105899857524624	0.406998102416071	0.406997812624292	8.44288333690609
"RIN1"	0.434229049023909	-4.03098686153137	-4.46521591055528	5	2.78983356302859e-05	0.407287138275435	0.000161639230545247	35843.4322002642
"FAM71E2"	-15.8182159123474	7.45854237516532	23.2767582875127	5	0.110766104524014	0.419212768419152	0.419212768419152	8.02803257636634
"PRPF4"	-28.3372976167742	-22.8419574554607	5.49534016131346	6	0.112421088750907	0.423282610428544	0.423282610428544	7.89512822826073
"POLR1D"	-11.1596658614721	8.72867832961187	19.888344191084	4	0.113797779090645	0.426636249364764	0.426636249364764	7.78751771775313
"CCHCR1"	-22.6313700896138	-18.657608744838	3.97376134477583	6	0.000301699264446764	0.427718440423141	0.00174571381637677	3313.5589593456
"UROS"	6.46070917295494	-15.4495148625849	-21.9102240355398	5	0.115974432570482	0.431880556149909	0.431880556149909	7.62259015056845
"SULT4A1"	-0.948882306902144	2.35439445806029	3.30327676496243	6	0.00502130224966887	0.433093843111421	0.0284126029250245	198.151524898933
"MARC1"	5.68888374085656	-24.0208254533617	-29.7097091942182	5	0.116993747379066	0.434312327096464	0.434312327096464	7.54746533385198
"IRS4"	-0.744320209774846	4.19234500793229	4.93666521770713	6	4.6289828683577e-06	0.45951601730236	2.68227006534301e-05	216029.179509994
"PSD2"	-0.354752356593302	2.90199880927661	3.25675116586991	6	0.127377293943815	0.45998289820274	0.45824343961886	6.85069276507864
"MYOT"	-0.443107603353423	-36.8421385757322	-36.3990309723788	4	0.129711305507092	0.463420437961861	0.463420437961861	6.70942822671172
"TLR6"	3.51621929540722	-31.2927158031722	-34.8089350985794	3	0.129891852068708	0.463817927432189	0.463817927432189	6.69871230622714
"ARHGEF37"	-1.83139181675511	1.9894391899903	3.82083100674541	5	0.00332995905173642	0.471591766240936	0.0189926823224723	299.30399307119
"KIAA1456"	-26.2330149557511	-21.0388937554185	5.19412120033259	6	0.135041558326077	0.47497959340023	0.47497959340023	6.40512781691513
"PPP1R3A"	-0.354151260425407	3.27833206869121	3.63248332911662	4	0.0370778361932076	0.477648463300984	0.182422601062278	25.9702901428534
"CTSB"	0.899819273815005	-2.04098573302575	-2.94080500684076	6	0.127718705676174	0.479439424061951	0.459005201452133	6.82970665656023
"SECTM1"	1.42413813645135	0.244849437673968	-1.17928869877738	6	0.126148363422464	0.481972325961093	0.45548857117773	6.92717378862107
"PRSS55"	0.574754689398107	-2.5939155461665	-3.16867023556461	6	0.138226425740755	0.484576191157253	0.481716692213603	6.23450667729417
"RBM41"	0.0121174967876856	-3.24202589702255	-3.25414339381024	6	0.141690394190881	0.489941726986254	0.488905090428294	6.05764145629258
"DCAF15"	-14.609557139096	6.33913454419807	20.9486916832941	6	0.144051318423587	0.493723527797339	0.493723527797339	5.94197047929453
"BOD1L1"	0.505584221219026	3.28750299913071	2.78191877791168	6	0.0569939654038724	0.501002383014817	0.259379964795234	16.5457172160907
"OTUD5"	0.87917734293746	-2.99810795384513	-3.87728529678259	6	0.148513448334015	0.502657276479641	0.502656327579947	5.73339694968864
"TAS1R2"	-0.281712474318869	3.75101689764316	4.03272937196203	6	0.150765290935598	0.50708018089049	0.507080092348202	5.63282638725624
"KLHL29"	-0.357487936869442	-4.3530902601456	-3.99560232327616	6	0.000177874371656936	0.50720866949017	0.00102983991291306	5620.94536899721
"EPM2A"	1.07183953863346	-33.7464525461102	-34.8182920847437	6	0.152880390956382	0.511185023418477	0.511185023418477	5.54106124234929
"SLC9A8"	3.38598291139834	-26.6234442242952	-30.0094271356936	6	0.152883800327957	0.511191601455978	0.511191601455978	5.54091537399554
"TMCC1"	5.55720288904889	-23.6994276610343	-29.2566305500832	6	0.153195284632337	0.511792055787757	0.511792055787757	5.52761605815717
"IRAK2"	-13.699366655145	-10.954600398535	2.74476625661002	6	0.0945552271453257	0.519361537662755	0.376998291534137	9.57582991644724
"SCAI"	-24.9595216732034	-20.1228824676609	4.83663920554248	6	0.165422016072503	0.534571572069096	0.534571572069096	5.04514455658497
"B4GALNT3"	0.302420597028569	3.69306755415014	3.39064695712157	5	0.163308358712193	0.535258203242402	0.53074072716442	5.12338528098461
"CNRIP1"	-3.41771616117584	-0.729953493524814	2.68776266765103	6	0.0536704483449303	0.535281561794001	0.247350231614083	17.6322274331152
"SIL1"	0.376023648122222	-3.45813835259986	-3.83416200072209	6	0.170456697535663	0.543525001356548	0.543524456976262	4.86659259775216
"KLK13"	0.185575602219567	-3.59122318708604	-3.77679878930561	6	0.173117100118611	0.548160663988086	0.548159920017208	4.77643687027367
"DVL2"	-47.4774297936157	-31.0193219388002	16.4581078548155	6	0.173176035723979	0.548261877415599	0.548261877415599	4.77447102204068
"QRICH2"	-55.5460181232837	-35.4605043744348	20.0855137488488	6	0.176080626830274	0.553248046525617	0.553248046525617	4.67921649304391
"PBRM1"	-1.6438766950231	-4.52492769177323	-2.88105099675013	6	0.17041727710448	0.555154100999444	0.543455281841316	4.86794964096815
"ARHGEF7"	-2.07574856556116	-6.35771234951351	-4.28196378395235	6	3.79375690371805e-05	0.557290045383274	0.000219794629771586	26358.0953605898
"ESRRB"	-7.09455406040654	4.74882688014704	11.8433809405536	6	0.178483346794814	0.557316120172067	0.557316120172067	4.60276360768609
"DENND2D"	1.32225167620547	-4.85981645896294	-6.18206813516841	6	0.178960068054361	0.558117265265464	0.558117265265464	4.58783873336613
"RAI1"	1.08513004024705	-3.62885525242089	-4.71398529266794	6	0.180045151675597	0.559933453868161	0.559933453868161	4.55416233480025
"KAZN"	0.476081389740169	-2.86397770028366	-3.34005909002383	6	0.182386330532506	0.564174514665137	0.563817724206709	4.48286703877609
"GPR153"	0.165923586874552	-3.21319133298071	-3.37911491985527	6	0.183153483344135	0.565148175029476	0.565080414446996	4.45990161771073
"MEGF10"	-0.620382005734156	-5.23828343344644	-4.61790142771228	6	8.85310107916309e-06	0.569587101541384	5.12983689217932e-05	112953.770431078
"PPM1E"	1.37818666276496	-22.7185164403479	-24.0967031031129	6	0.186645756669379	0.57076654886914	0.57076654886914	4.35774301995721
"KLHDC7B"	-1.17705821352087	-6.15772439557665	-4.98066618205578	5	0.188425096988233	0.573625207876786	0.573625207676225	4.30714865473812
"NCF4"	-12.7652260393588	-9.7007022346071	3.06452380475171	6	0.187497822622153	0.575751760042743	0.572138668910885	4.33339526835578
"STK16"	6.77711103713393	-17.2358508884818	-24.0129619256157	5	0.190538547610125	0.576987524163696	0.576987524163696	4.24828184397719
"TUBA8"	6.67199708335719	-10.7709246959821	-17.4429217793393	4	0.191145709191303	0.577946890921018	0.577946890921018	4.2316110271624
"LRTOMT"	-11.9411896099788	-8.69633660733487	3.24485300264389	6	0.00404867338787946	0.579482304081069	0.0230138668613687	245.994485401986
"ENO2"	1.01136415201732	-4.64565607755507	-5.65702022957239	5	0.194105896456279	0.582582800176303	0.582582800176303	4.15182700915654
"DTL"	-18.8351025930845	5.46689782980978	24.3020004228942	6	0.194935908968045	0.583870461520318	0.583870461520318	4.12989117958726
"STOML3"	-5.39592075034028	-11.0437779013217	-5.6478571509814	5	0.197534271240299	0.58786746717789	0.58786746717789	4.06241268272636
"SELE"	0.795860270067858	-2.2274637853799	-3.02332405544776	6	0.197873645051095	0.590596884543158	0.588385745349497	4.05373012025822
"CPA3"	-2.1625016798552	-9.07114025339229	-6.90863857353709	5	0.200213422265424	0.591935541020243	0.591935541020243	3.99467013092806
"TCF4"	-36.2452534358747	-68.4213573123042	-32.1761038764295	5	0.202754446156491	0.595744912831974	0.595744912831974	3.93207433403543
"KIF26B"	-1.76432612560252	2.59567341203189	4.35999953763441	6	2.27168431160166e-05	0.599033122244255	0.000131621624447932	44019.2009976883
"C21orf128"	6.96677681710024	-13.7724157717747	-20.739192588875	5	0.209493984807408	0.605624190975807	0.605624190975807	3.77340674444337
"REPS2"	-49.8265186437355	-31.7952940628733	18.0312245808622	6	0.209903922528794	0.606214839305288	0.606214839305288	3.76408438657369
"PYGO1"	-0.14410743135522	-4.08789158065425	-3.94378414929903	6	0.000134253394509738	0.609706037698718	0.000777449841555908	7447.6012338963
"WDR34"	-12.5216984193985	5.83371841141662	18.3554168308151	6	0.214489917082599	0.612744422514845	0.612744422514845	3.66222381733172
"LEPREL4"	5.92933353805706	-8.71062987285226	-14.6399634109093	5	0.218257838733869	0.618004224253683	0.618004224253683	3.58173693005061
"SV2C"	-3.6698545137428	-33.4703136687628	-29.80045915502	6	0.218829996823684	0.618794813456681	0.618794813456681	3.56975741221492
"MMAB"	-31.8716343480217	-0.658189472215025	31.2134448758067	6	0.219658294305951	0.619935584642349	0.619935584642349	3.55252556321479
"IL17RA"	-9.40393072537355	6.09843973898492	15.5023704643585	6	0.223760667142231	0.625521132235467	0.625521132235467	3.46906068332537
"SPAG17"	-6.34008053463717	3.80533111989759	10.1454116545348	5	0.2241466123945	0.626041161856499	0.626041161856499	3.4613656629349
"MRI1"	-0.15688679074315	3.22854500205992	3.38543179280307	6	0.00164681174645104	0.630745358669361	0.0094679260628584	606.233948965357
"QPCTL"	1.01081352324793	-5.05773985962406	-6.068553382872	5	3.5789528542807e-07	0.631554137147667	2.07387129423721e-06	2794112.36420351
"SSNA1"	-0.182392962189954	2.94372273011075	3.1261156923007	5	0.22443026986938	0.63450823332027	0.626422776017018	3.45572694174456
"PCNX"	-2.51361939781117	0.120482869815933	2.6341022676271	6	0.157394344562828	0.636901883049482	0.519786897167817	5.35346843482565
"CCL22"	5.90029332951295	-20.7292461528544	-26.6295394823673	5	0.234531532502867	0.639693852082586	0.639693852082586	3.26381898130382
"RIMS4"	0.3887573491669	-2.35168735503634	-2.74044470420324	6	0.0293167678354099	0.641296789586779	0.148944073903307	33.1101722268361
"GLT8D2"	0.176758473079796	2.84672136691985	2.66996289384006	6	0.0395010648613881	0.647675812186945	0.192446417866293	24.3157732205212
"SH2D3C"	0.921489188975764	-23.8551385373322	-24.776627726308	6	0.241765153253711	0.648831583330305	0.648831583330305	3.1362453874839
"RAB11FIP3"	-45.6818168342684	-5.56797314099527	40.1138436932732	6	0.24475941127613	0.652528682823694	0.652528682823694	3.08564473491004
"SGPP1"	6.14484790503694	-9.01896882693387	-15.1638167319708	5	0.248376454382794	0.656930135988862	0.656930135988862	3.02614653021344
"SPAG6"	0.922399591081866	-5.99824372413952	-6.92064331522139	6	0.249263951565528	0.657999474599627	0.657999474599627	3.01181155044441
"NUBP2"	0.422925777283283	-2.89374090316114	-3.31666668044442	6	1.60860659228976e-05	0.660976250969885	9.32057955651816e-05	62164.6037463179
"MVK"	0.652986548482398	-2.28609119509435	-2.93907774357675	6	0.252641820127223	0.663285939200925	0.662031802685032	2.95817287690703
"RPS6KA2"	0.457885277121389	-2.56920502173955	-3.02709029886094	6	0.0064593965683396	0.665077466520569	0.03630548826862	153.81322278639
"WDR37"	-13.2401569230348	5.51219088265642	18.7523478056913	6	0.261258258913787	0.672055078682496	0.672055078682496	2.82763019304202
"PSMC4"	-6.25714446850781	5.16200330970975	11.4191477782176	6	0.262241181724557	0.673175173744769	0.673175173744769	2.8132836094765
"FAM213B"	-16.3279781546684	-12.8330100656264	3.49496808904196	6	0.265262642098299	0.676592117923801	0.676589197203275	2.76984860020141
"TULP3"	1.00029618210784	-2.32652133552043	-3.32681751762827	6	0.268647966798652	0.680371630671353	0.680363005746089	2.72234345160514
"MPPED1"	-4.62311495148355	4.22923320260203	8.85234815408558	6	0.270651998173259	0.682571886343121	0.682571886343121	2.69478151556024
"RNF152"	0.360727525630048	9.71394896363344	9.35322143800339	3	1.34391547954537e-05	0.685728337481913	7.78700656977095e-05	74408.4413093811
"C1orf56"	-28.6771607755849	-56.4541615951828	-27.7770008195979	4	0.273931620307692	0.686147161774536	0.686147161774536	2.65054607013515
"PPP6C"	5.98379456653823	-19.9186081424714	-25.9024027090096	4	0.275427867604541	0.687762198258873	0.687762198258873	2.6307146720382
"RNF150"	-5.54644728626622	4.444987767128	9.99143505339422	6	0.276923590994478	0.689366719599465	0.689366719599465	2.61110440756902
"TCF20"	0.978892372110711	-2.96102587989268	-3.93991825200339	6	0.277369317675121	0.689842958694532	0.689842957811125	2.60530143846439
"PLP1"	5.28150408029656	-8.77012685965687	-14.0516309399534	6	0.28114300396276	0.693840225530611	0.693840225530611	2.55690871159809
"MYO18B"	2.23629595952776	-0.446908815749458	-2.68320477527722	5	0.237600069791655	0.6957576002293	0.643606308393226	3.20875297249227
"ACPL2"	-2.7414559338757	-8.03465694618755	-5.29320101231185	6	0.283565199754676	0.696373628384721	0.696373628384721	2.52652582497832
"TSHR"	0.376773039843077	3.43581809055744	3.05904505071436	6	0.284060902357938	0.697093634085121	0.696889018606869	2.52037183469876
"VSX1"	0.426416721568911	-0.133203604876066	-0.559620326444977	6	0.280089807871474	0.699493166428208	0.692730841061019	2.5702834301592
"VRTN"	4.89456757043592	-7.6663194253383	-12.5608869957742	6	0.290482347076269	0.703472960706581	0.703472960706581	2.44254998647969
"ZNF174"	-5.31082932398033	4.58238344184389	9.89321276582422	6	0.29781905635028	0.710790950726872	0.710790950726872	2.35774349786352
"ZNF703"	-1.51686858412723	-6.90200712481647	-5.38513854068924	6	0.297860613137291	0.710831797576714	0.710831797576714	2.35727503367179
"ROM1"	-12.0338043094677	5.95885586167826	17.992660171146	5	0.301612382430575	0.714492054413721	0.714492054413721	2.3155137462905
"ASGR1"	-18.0723629163264	-14.7981063761683	3.27425654015803	6	0.0014802279746591	0.715421419027517	0.00851694422978659	674.571612697229
"F2R"	0.0752807379434195	-2.34679637609039	-2.42207711403381	6	0.135555905227004	0.716309723443402	0.476076058897969	6.37703015095791
"VIPAS39"	-26.4569720439376	-21.5026572131413	4.95431483079625	6	0.305200535544894	0.717942674232697	0.717942674232697	2.27653422434085
"ZNF827"	1.30726556383436	-5.66335452942429	-6.97062009325865	5	0.306279512242078	0.718970887806706	0.718970887806706	2.2649914866314
"ATAD5"	5.34986009521283	-10.4163245418052	-15.766184637018	6	0.307261790296097	0.719903211639543	0.719903211639543	2.25455371146649
