"lethalityCelltype1"	"lethalityCelltype2"	"effectSize"	"nexons"	"p0"	"lfdr"	"postProb"	"BayesFactor"
"CRYBB3"	-2.6474735449676	-0.903701364603518	1.74377218036409	6	0.046625300086316	0.203614642564755	0.203491043241761	20.4475831393842
"SLC46A3"	-2.78884182711797	-1.16424275017099	1.62459907694698	3	0.0465780614500522	0.204854205536008	0.203318768957383	20.4693348943332
"RHBDD3"	-1.46559031074374	-0.119514567282983	1.34607574346076	6	0.0470996288568547	0.205217725658237	0.205217691287208	20.2315898080471
"TBX5"	1.30309829330386	0.976178462560273	-0.326919830743591	6	0.0471176513035071	0.205348102679715	0.205283182673352	20.223468749716
"HSD17B11"	-36.0049362083813	-39.4560317324769	-3.45109552409558	3	0.047400823125132	0.206311103997555	0.206311103997555	20.0966800589123
"MRPL43"	-3.27965434213812	-1.86479959299794	1.41485474914018	5	0.0489999907015161	0.212082104795799	0.212077885070708	19.4081671380615
"SPDYE4"	0.0650181001932317	0.0878875355407439	0.0228694353475122	6	0.049454024327897	0.213703436277683	0.213703436277683	19.2208013117327
"MYO5A"	0.762698722105256	0.256758570959597	-0.505940151145658	6	0.0504153658171268	0.217249304588331	0.217128309214491	18.8352225317045
"SIAE"	0.281914609738042	-0.0365029171916455	-0.318417526929688	6	0.000136113833043751	0.219888813013281	0.000710639367174796	7345.79185530372
"CD79A"	0.310158697840002	0.441268837770049	0.131110139930047	6	0.0222118667884902	0.226863886947417	0.106080449389818	44.0209795296531
"ZNF57"	-2.21767762529142	-0.488760739106434	1.72891688618498	4	0.0517123654184743	0.234531330295654	0.221712821687333	18.3377346386624
"KLHL29"	-1.49756104457293	-1.06098173307579	0.43657931149714	6	0.0559747282055736	0.23649297395717	0.236492884683148	16.8652051034064
"TBRG1"	0.400210474379186	-0.0335644002560735	-0.433774874635259	6	0.0381124748911643	0.236650857273329	0.171489486506818	25.238128141918
"FAM71E2"	-24.4328644179519	-17.5509965460953	6.88186787185659	5	0.0569289749120222	0.239743029884237	0.239743029884237	16.5657475221607
"ZNF174"	-3.56169433252616	-1.64397043180238	1.91772390072378	6	0.0585084237351648	0.24507643688748	0.24507643688748	16.0915559873301
"WWC2"	1.07305455150686	0.636382395704738	-0.43667215580212	6	0.0174535914077122	0.266736012119652	0.0849159611688242	56.2947983392192
"PKNOX1"	1.73122139613969	-0.573902898351303	-2.305124294491	6	0.0759255375003828	0.300316481864854	0.300316481864854	12.1707990871314
"GPD1"	8.49084904484226	6.92013353158791	-1.57071551325435	6	0.0766883987123452	0.302595633371765	0.302595633371765	12.0397819851599
"MTMR3"	0.210653686544046	-0.121511757283635	-0.332165443827681	6	0.0768281862057343	0.303012066868969	0.303012065308213	12.0160563379975
"ZNF827"	-0.430781861291885	0.414086200273949	0.844868061565834	5	0.0778574740901841	0.306066956312899	0.306066956312899	11.8439820542043
"ACPL2"	-0.153990569311227	-0.410853871566712	-0.256863302255485	6	3.0520623891083e-05	0.309937008635988	0.000159416782679598	32763.7299599325
"PRR11"	-4.32938863659892	-3.55407575746587	0.775312879133055	6	0.0796646333609505	0.315493365884926	0.311382461338868	11.5526216315981
"STOML3"	-5.6977110233626	-4.62380850160462	1.07390252175799	5	0.081666780002719	0.317201041523575	0.317201041523575	11.24488096588
"KRTAP16-1"	0.40053888425299	-2.05215195272596	-2.45269083697895	6	0.0833963287821108	0.322168816774361	0.322168816774361	10.9909355076372
"KLHL38"	-2.74293434025491	-0.873011136886005	1.86992320336891	6	0.0856837577440459	0.32865713673097	0.328657134785507	10.6708233430564
"CLDND2"	1.21665436806699	0.585644005418893	-0.631010362648096	6	0.0297236881130253	0.329479014981949	0.137954007577496	32.6432005408436
"CCL22"	1.71033476797612	5.40489144871171	3.69455668073559	5	0.0868423509705987	0.331908499816028	0.331908499816028	10.5151189347529
"HLA-E"	2.18175393658671	1.03427828037658	-1.14747565621013	5	0.087552357622494	0.333889513781048	0.333889513781048	10.4217369715134
"OTOF"	-0.799695434459579	0.226354963916276	1.02605039837585	6	0.00202066306416852	0.335219349313261	0.0104664521764064	493.887058477256
"PSMD5"	8.73834386312918	7.02196859034818	-1.716375272781	6	0.0898568633264673	0.340260047346593	0.340260047346593	10.1288104545427
"ISX"	-3.19818718843428	-0.968765199710489	2.22942198872379	6	0.0907309236310663	0.342652831238452	0.342652831238452	10.0216005743118
"SOSTDC1"	-15.4490260891118	-17.4367426436453	-1.98771655453354	3	0.0908367077312558	0.34294155431597	0.34294155431597	10.0087653436157
"TSHR"	-2.0429823528116	-0.500543448546412	1.54243890426519	6	0.089729145719652	0.345102732455619	0.3399093411614	10.1446508487262
"QPCTL"	-0.70421994210508	0.748982686656984	1.45320262876206	5	0.0952108182251089	0.354719161686422	0.354718969225305	9.50300815224252
"DMRTC2"	14.1335920671265	5.76231736142363	-8.37127470570282	6	0.0963995218666191	0.357866143741503	0.357866143741503	9.37349543479713
"LRRC61"	-3.24019037060511	-1.21226705916941	2.0279233114357	4	0.0965089085745491	0.359175144997219	0.358154624484251	9.36173773768814
"KRT33A"	-0.0509590261249014	0.587922914920803	0.638881941045704	3	9.32224052831885e-05	0.363962248443427	0.000486794816907791	10726.0349543356
"TUBA8"	-0.30049049348089	4.77592539017955	5.07641588366044	4	0.0988135423669768	0.364188809128377	0.364188809128377	9.12007034710049
"ITGA9"	4.84885026123281	2.45025679245155	-2.39859346878127	6	0.100167985922822	0.36769661142511	0.36769661142511	8.98322957966319
"AES"	-2.87463039399235	-3.11953704003233	-0.244906646039978	6	2.73160786623534e-08	0.375031142927084	1.42697025947127e-07	36608474.6293437
"SCAI"	-25.1264362561332	-23.294749020291	1.8316872358422	6	0.105603678174522	0.381495011999611	0.381495011999611	8.46936714029397
"PYGO1"	-1.23948454846315	-0.377545346290361	0.861939202172794	6	0.110305468592814	0.393280329637169	0.39308178075082	8.06573366449707
"GLUL"	-13.3177702599042	-15.48969368555	-2.17192342564579	3	0.111878102975378	0.39688752300871	0.39688752300871	7.93829957252739
"MARC1"	-3.46304297770529	3.07874815209133	6.54179112979662	5	0.11265290837866	0.398749938591124	0.398749938591124	7.87682363813194
"DCAF15"	-12.0451347246603	-9.31465524598014	2.73047947868017	6	0.114510781099713	0.403182273970443	0.403182273970443	7.7328021902953
"SIRT2"	-1.99066699364771	-0.900495441709721	1.09017155193799	6	0.0429988029642172	0.406530109549045	0.190096378269369	22.2564613678242
"THAP4"	-18.5013981535341	-18.9378915914799	-0.436493437945862	6	2.99879062934667e-05	0.407736903821371	0.000156634619047951	33345.7762041749
"GRM8"	-4.20697267618756	-2.58562575531827	1.62134692086929	5	0.11713410478962	0.409376737187501	0.409361498091694	7.53722322628461
"PAX6"	-1.11438368873346	-0.55528560449748	0.559098084235978	6	0.00794449108823083	0.410282773222944	0.0401539530541147	124.873386840527
"C5orf24"	2.57007200902616	1.30183082259006	-1.2682411864361	3	0.107726274436053	0.410669508265871	0.386764956892305	8.28278644402213
"GRAMD4"	-2.57630568967251	0.0189396696607589	2.59524535933327	5	0.119136129106371	0.414015965192825	0.414015965192825	7.39375937006604
"CRELD2"	0.0282256670597979	-0.316756805129738	-0.344982472189536	6	0.122310862394878	0.421290427157026	0.421290425745571	7.17588871846491
"WDR34"	-7.83152358715163	-7.33611967854889	0.495403908602738	6	0.12373275004004	0.424506939054784	0.424506939054784	7.08193465090203
"QRICH2"	-60.1146808796424	-64.573381169216	-4.45870028957354	6	0.126403394167085	0.430480234716743	0.430480234716743	6.91117996940937
"RIN1"	-0.207687479788238	0.497392553850448	0.705080033638686	5	0.124801364590188	0.431749889953976	0.42690764624736	7.01273289986625
"MESP1"	1.40581877849718	0.202509818539836	-1.20330895995734	6	0.0641814507530398	0.434382809992256	0.263771166334432	14.5808257411919
"CHPF"	2.25564160242706	1.06935892746494	-1.18628267496212	6	0.128582853558326	0.435290371007956	0.435290205965909	6.77708669800511
"SRM"	-1.16267290447834	-0.100909044096481	1.06176386038186	6	0.128700092972987	0.435560538318821	0.435547322110696	6.77000215695177
"RNF150"	-1.4798017879562	-4.79596763131116	-3.31616584335497	6	0.130045535192285	0.438486226321896	0.438486226321896	6.68961424566713
"ROBO3"	0.561160219456937	-1.79599126861015	-2.35715148806709	6	0.130460314197294	0.439387901953426	0.439387901953426	6.66516627031658
"FST"	-7.19389332821272	-3.80675863802271	3.38713469019001	6	0.130926581850816	0.440399078335773	0.440399078335773	6.63786838290371
"ZFPM2"	-4.77621914470796	-1.95239078186109	2.82382836284687	6	0.135493866963457	0.450170033537206	0.450170033537206	6.38040785469428
"GLT8D2"	-1.11244745527556	-0.264655164422088	0.847792290853476	6	0.0571383441189602	0.450719383254025	0.240453313722587	16.5013822227335
"PRSS55"	-1.44672433426102	-0.108752488326007	1.33797184593501	6	0.1372626836437	0.453961904719193	0.453890019489282	6.28530124469773
"SLC9A8"	20.0351230926463	4.32137150292967	-15.7137515897166	6	0.138919425364765	0.45734252953398	0.45734252953398	6.19841733705902
"PPM1E"	19.3834138659103	6.30750004381615	-13.0759138220942	6	0.141653230926479	0.462973447707659	0.462973447707659	6.05949305539682
"ASTN2"	3.4590270274533	1.60832038696602	-1.85070664048728	6	0.144956058854995	0.4696688130695	0.4696688130695	5.89864230511632
"CLPTM1"	1.05634498952607	0.369958698666893	-0.686386290859173	6	0.145183300652952	0.470125211167642	0.470125211167642	5.88784450761603
"GTF2A1L"	-0.446087858729288	-0.746097760187968	-0.300009901458681	5	0.147431413741435	0.474611285272557	0.474611285272557	5.78281496882203
"CLIC1"	-0.29830681746712	0.585804096261597	0.884110913728717	4	0.151222388872852	0.482058362815308	0.482058362815308	5.61277742967544
"SGPP1"	5.8363768308738	6.49225527253708	0.655878441663274	5	0.15176539458594	0.483113156249839	0.483113156249839	5.5891173856088
"UROS"	-9.3883542404624	1.08197739842835	10.4703316388908	5	0.151897714359402	0.483369741957993	0.483369741957993	5.58337753281738
"CNGB1"	1.33307998644474	0.450089715653762	-0.882990270790978	6	0.0856329658639301	0.489278066888705	0.328514062600079	10.6777457128951
"POLR1D"	-14.20930691916	-9.87591555425978	4.33339136490021	4	0.155981346783113	0.491203442836055	0.491203442836055	5.4110229884761
"RAB11FIP3"	-52.9137630677895	-43.0346539475701	9.87910912021944	6	0.156304964005526	0.491817282235014	0.491817282235014	5.39774946600318
"PELI2"	2.70611042377458	1.17137768508656	-1.53473273868802	6	0.157069716815772	0.4932641946242	0.493263861771334	5.36659962386579
"LSM14A"	1.94813336823762	1.65426665210898	-0.293866716128639	6	0.157254715183935	0.493613765152634	0.493612954651247	5.3591097973141
"KIAA1737"	-0.801454043677312	-0.245332406247717	0.556121637429595	6	0.154019990371686	0.496724856083367	0.487461374147388	5.49266369636023
"SCN1B"	-4.51401467351271	-2.09466465093964	2.41935002257308	6	0.16110055723465	0.500796552087348	0.500796552087348	5.20730317241211
"ANP32A"	-0.347035385125514	0.184290475919618	0.531325861045132	3	0.162834087171387	0.50399687804616	0.503989376789547	5.14122028975096
"SYCE1"	-1.47127487416387	-0.591464102007163	0.879810772156709	6	0.164851625881137	0.509029468827635	0.507670582449088	5.06606088751001
"ANKRD34C"	-5.35664201133638	-1.90742192432583	3.44922008701055	6	0.167957502535574	0.513265829861847	0.513265829861847	4.95388705418622
"SCNN1B"	0.825403306947887	3.98207748581902	3.15667417887113	6	0.168052928882723	0.513436381219018	0.513436381219018	4.95050622829585
"CLEC19A"	-1.26708006927772	-0.990976059086481	0.276104010191239	6	0.168676649030188	0.514549615736204	0.514549151736275	4.92850288258352
"KLHDC7B"	0.762336986011072	-1.47143003972838	-2.23376702573946	5	0.174093836097155	0.524071772549564	0.524071772549564	4.74402875149434
"IL36RN"	-0.102591708005505	-0.44836104059463	-0.345769332589125	5	0.175765219897726	0.526959333126737	0.526959333126737	4.68940772572572
"LRBA"	-22.4535644749221	-36.4847330459723	-14.0311685710503	6	0.175982537109464	0.527333062379709	0.527333062379709	4.68238199326552
"C1orf56"	-41.4715594383451	-38.7627907008587	2.7087687374864	4	0.176506217672175	0.528232042312322	0.528232042312322	4.66552279680766
"PYCARD"	-14.9672799857693	-12.0108707060601	2.95640927970925	6	0.176835546727372	0.528796221339775	0.528796221339775	4.65497163045901
"TUB"	-23.5902689870977	-22.787052462671	0.803216524426651	6	2.7258491516556e-05	0.535235430128146	0.000142379818412204	36684.8158454084
"EPM2A"	-24.3345741304414	-6.3157627518253	18.0188113786161	6	0.183795703427544	0.540513103055559	0.540513103055559	4.44082359571708
"USP4"	-1.40666568731247	-1.12035440290787	0.286311284404602	6	0.0744377541762299	0.540596210450725	0.295839378902226	12.4340431286054
"SLC22A16"	-4.51758154096386	-1.00633918185341	3.51124235911045	4	0.183897692768704	0.54068191166838	0.54068191166838	4.43780612439624
"ZDHHC17"	3.8955431798289	-6.68035951942324	-10.5759026992521	6	0.188755365414193	0.548628417035869	0.548628417035869	4.29786264780163
"MMAB"	-48.200852706991	-32.4539625166713	15.7468901903196	6	0.188778087827172	0.548665161559986	0.548665161559986	4.29722496667891
"SEC22A"	-0.472935567945586	-0.477575572555054	-0.00464000460946806	5	0.177737603597818	0.550988189832104	0.530336958824178	4.62627142347876
"PARK7"	-20.8530668623754	-18.9695001167778	1.88356674559754	3	0.190220885789032	0.550990308979471	0.550990308831149	4.25704627991832
"TCF4"	-23.6320859595202	-34.7809461739651	-11.1488602144449	5	0.19212898266049	0.554041284944961	0.554041284944961	4.20483680365442
"STK32B"	-12.5233068333279	-8.32335893782388	4.19994789550398	6	0.192453915113625	0.554558136763058	0.554558136763058	4.19604913939839
"TNFRSF10A"	-0.0156580011902073	0.207588622645726	0.223246623835933	5	0.000299316027554295	0.561976748883595	0.0015616289939664	3339.95039337178
"REPS2"	-52.6651438209335	-47.6134311110534	5.05171270988012	6	0.197685038772504	0.562772574140117	0.562772574140117	4.05855175591107
"ANO1"	-1.97646770894451	-1.65480862264602	0.32165908629849	6	0.124940249304891	0.566557523515224	0.427218617494493	7.00382587327567
"FAM179B"	-13.4992918248047	-9.49558552070989	4.00370630409483	6	0.203557677256049	0.571761823745395	0.571761823745395	3.9126125503099
"SFTPD"	1.40853136699287	0.299158171639998	-1.10937319535287	6	0.175401116856421	0.572625654014651	0.52633228697642	4.70121797353533
"CSF2RB"	-21.3481666135594	-14.8953349304431	6.45283168311637	6	0.205780211465903	0.575101623971879	0.575101623971879	3.85955375823733
"BOD1L1"	-0.205008065024363	0.238892698546912	0.443900763571276	6	0.205478230717951	0.575756423327069	0.574649808526947	3.86669559352321
"MTMR8"	-37.6944862404762	-32.7095481400444	4.98493810043185	6	0.208654060291257	0.579370740456485	0.579370740456485	3.79262180953544
"PRDM10"	-28.2428191546713	-20.7047029958206	7.5381161588507	5	0.213085825150889	0.585847229429991	0.585847229429991	3.6929447291573
"PLEK2"	3.49750196726916	1.91948038637282	-1.57802158089634	6	0.213209162642003	0.586025647596249	0.586025647596249	3.69022994888398
"ANKRD52"	-2.2104609842096	-0.762727464799252	1.44773351941035	6	0.213933639140138	0.587072094965117	0.587071692926101	3.67434669937505
"C17orf59"	-1.16485573736675	-0.230406553600128	0.934449183766624	5	0.133905726377957	0.587164778904546	0.446799776154013	6.46794052091126
